RegionID,SizeRank,RegionName,RegionType,StateName,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30
395056,17,"San Diego, CA",Msa,CA,7124.0,6657.0,6622.0,7374.0,8196.0,9031.0,9610.0,10194.0,10645.0,10896.0,10918.0,10649.0,9993.0,9443.0,9103.0,9467.0,9791.0,10294.0,10619.0,10894.0,10918.0,10624.0,10187.0,9366.0,8312.0,7474.0,7150.0,7409.0,7385.0,7618.0,7735.0,8063.0,8002.0,7835.0
395121,18,"St. Louis, MO",Msa,MO,14043.0,12944.0,12331.0,12803.0,13617.0,14615.0,15279.0,15755.0,15973.0,15805.0,15631.0,14998.0,13957.0,12666.0,11719.0,11946.0,12617.0,13611.0,14180.0,14473.0,14536.0,14490.0,14504.0,14129.0,13118.0,11938.0,11160.0,11347.0,11209.0,11257.0,10952.0,11071.0,10831.0,10594.0
395148,19,"Tampa, FL",Msa,FL,18241.0,18337.0,18613.0,19771.0,20539.0,21104.0,21093.0,20699.0,20410.0,20064.0,20111.0,20175.0,20049.0,20423.0,20903.0,21874.0,21755.0,21515.0,21238.0,21166.0,20949.0,20413.0,20157.0,19804.0,19115.0,18815.0,18813.0,19399.0,18894.0,18752.0,18027.0,17511.0,16380.0,15458.0
394358,20,"Baltimore, MD",Msa,MD,13559.0,12882.0,12204.0,12710.0,13907.0,15148.0,15546.0,15308.0,14891.0,14654.0,14524.0,14127.0,13303.0,12295.0,11542.0,11997.0,13017.0,14297.0,15049.0,15282.0,15084.0,14794.0,14561.0,13978.0,12759.0,11488.0,10799.0,10971.0,10804.0,10860.0,10567.0,10564.0,10157.0,9881.0
394530,21,"Denver, CO",Msa,CO,8786.0,7501.0,7079.0,7872.0,8917.0,10190.0,11340.0,12046.0,12452.0,12508.0,12507.0,11968.0,10659.0,9594.0,9053.0,9694.0,10565.0,11947.0,13089.0,13645.0,13603.0,13239.0,12821.0,11717.0,10035.0,8675.0,8038.0,8634.0,8904.0,10133.0,10814.0,11619.0,11276.0,10637.0
394982,22,"Pittsburgh, PA",Msa,PA,11590.0,10721.0,10171.0,10320.0,10751.0,11363.0,11879.0,12175.0,12240.0,11948.0,11676.0,11179.0,10465.0,9737.0,9250.0,9411.0,9743.0,10277.0,10655.0,10718.0,10647.0,10499.0,10488.0,10183.0,9502.0,8883.0,8504.0,8380.0,7714.0,7816.0,8165.0,8909.0,8835.0,8657.0
394998,23,"Portland, OR",Msa,OR,8760.0,7672.0,7006.0,7301.0,8072.0,9344.0,10593.0,11524.0,12115.0,12331.0,12215.0,11583.0,10424.0,9452.0,8802.0,9110.0,9678.0,10869.0,11853.0,12595.0,12791.0,12645.0,12138.0,11153.0,9702.0,8578.0,7968.0,8363.0,8644.0,9312.0,9546.0,9943.0,9883.0,9518.0
394458,24,"Charlotte, NC",Msa,NC,9682.0,9018.0,8854.0,9725.0,10533.0,11354.0,11699.0,12087.0,12263.0,12001.0,11753.0,11236.0,10541.0,10006.0,9839.0,10794.0,11481.0,12399.0,12814.0,13343.0,13385.0,13196.0,12987.0,12360.0,11315.0,10420.0,9995.0,10415.0,10352.0,10711.0,10360.0,10141.0,9485.0,9043.0
395045,25,"Sacramento, CA",Msa,CA,6522.0,5673.0,5339.0,5776.0,6459.0,7395.0,8148.0,8698.0,9068.0,9187.0,9213.0,8725.0,7841.0,6961.0,6375.0,6471.0,6900.0,7715.0,8483.0,9012.0,9259.0,9210.0,8911.0,8131.0,7005.0,6118.0,5774.0,6057.0,6227.0,6623.0,6898.0,7098.0,6841.0,6484.0
395055,26,"San Antonio, TX",Msa,TX,10065.0,9597.0,9480.0,10060.0,10778.0,11388.0,11776.0,12072.0,12279.0,12099.0,11777.0,11369.0,10976.0,10747.0,10661.0,11249.0,11896.0,12629.0,13323.0,13949.0,14332.0,14195.0,13923.0,13467.0,12963.0,12499.0,12393.0,12650.0,12653.0,12855.0,12825.0,12790.0,12251.0,11583.0
394943,27,"Orlando, FL",Msa,FL,12478.0,12321.0,12327.0,12939.0,13410.0,13889.0,14056.0,14078.0,14163.0,14213.0,14329.0,14212.0,13905.0,13812.0,13925.0,14501.0,14670.0,14829.0,14981.0,15127.0,15040.0,14616.0,14405.0,14109.0,13619.0,13192.0,13051.0,13288.0,13005.0,13126.0,13161.0,13435.0,13204.0,12849.0
394466,28,"Cincinnati, OH",Msa,OH,7665.0,7065.0,6722.0,6907.0,7270.0,7895.0,8344.0,8795.0,8993.0,9056.0,8997.0,8691.0,8104.0,7495.0,7050.0,7161.0,7427.0,7865.0,8256.0,8495.0,8598.0,8542.0,8406.0,8007.0,7277.0,6682.0,6273.0,6315.0,6197.0,6360.0,6419.0,6546.0,6440.0,6266.0
394475,29,"Cleveland, OH",Msa,OH,10659.0,9809.0,9298.0,9576.0,10186.0,11028.0,11638.0,12093.0,12243.0,12134.0,11805.0,11272.0,10442.0,9582.0,9069.0,9327.0,9934.0,10788.0,11454.0,11948.0,12117.0,12026.0,11782.0,11195.0,10331.0,9327.0,8635.0,8515.0,8287.0,8281.0,8211.0,8507.0,8656.0,8614.0
394735,30,"Kansas City, MO",Msa,MO,10092.0,9278.0,8829.0,9224.0,10025.0,11160.0,12192.0,12688.0,12842.0,12454.0,11831.0,10902.0,9736.0,9079.0,8624.0,8869.0,9378.0,10058.0,10478.0,10676.0,10748.0,10704.0,10585.0,10130.0,9277.0,8371.0,7814.0,7882.0,7850.0,8046.0,8003.0,8053.0,7788.0,7528.0
394775,31,"Las Vegas, NV",Msa,NV,11707.0,11032.0,10891.0,11382.0,11875.0,11138.0,10206.0,10279.0,10712.0,11342.0,11008.0,11312.0,11157.0,11300.0,11597.0,12429.0,12901.0,13453.0,13730.0,13941.0,13905.0,13714.0,13520.0,12982.0,12096.0,11267.0,10677.0,10664.0,10569.0,10971.0,11224.0,11476.0,11451.0,11403.0
394492,32,"Columbus, OH",Msa,OH,5953.0,5293.0,4879.0,5054.0,5469.0,6232.0,6863.0,7401.0,7690.0,7686.0,7616.0,7203.0,6546.0,5848.0,5329.0,5447.0,5678.0,6310.0,6822.0,7284.0,7488.0,7507.0,7471.0,7101.0,6439.0,5780.0,5298.0,5313.0,5251.0,5433.0,5489.0,5654.0,5635.0,5542.0
394705,33,"Indianapolis, IN",Msa,IN,7970.0,7206.0,6751.0,7092.0,7488.0,7808.0,7985.0,8257.0,8684.0,8778.0,8853.0,8575.0,8006.0,7332.0,6828.0,6942.0,7222.0,7823.0,8372.0,8867.0,9205.0,9338.0,9369.0,9002.0,8298.0,7604.0,7119.0,7080.0,6868.0,6950.0,6870.0,6927.0,6771.0,6742.0
395059,34,"San Jose, CA",Msa,CA,1579.0,1328.0,1347.0,1725.0,2131.0,2553.0,2793.0,3004.0,3082.0,3219.0,3325.0,3229.0,2787.0,2347.0,2233.0,2555.0,2976.0,3407.0,3691.0,3823.0,3720.0,3596.0,3448.0,3085.0,2469.0,1925.0,1811.0,2018.0,2165.0,2409.0,2670.0,3008.0,3119.0,3197.0
394355,35,"Austin, TX",Msa,TX,7457.0,6763.0,6435.0,6932.0,7774.0,8734.0,9400.0,9746.0,9811.0,9537.0,9236.0,8817.0,8316.0,7801.0,7472.0,7764.0,8256.0,8885.0,9534.0,9993.0,10242.0,10071.0,9782.0,9219.0,8371.0,7739.0,7433.0,7778.0,7996.0,8598.0,8795.0,8955.0,8491.0,7962.0
395194,36,"Virginia Beach, VA",Msa,VA,12447.0,11743.0,11368.0,11686.0,12358.0,13129.0,13628.0,13785.0,13662.0,13171.0,12783.0,12266.0,11638.0,11104.0,10819.0,11188.0,11721.0,12396.0,12783.0,12874.0,12671.0,12247.0,11736.0,11048.0,10242.0,9575.0,9292.0,9590.0,9705.0,9808.0,9541.0,9338.0,8937.0,8513.0
394902,37,"Nashville, TN",Msa,TN,9274.0,8761.0,8461.0,8856.0,9546.0,10388.0,11139.0,11686.0,12100.0,12186.0,12262.0,12092.0,11629.0,11173.0,10848.0,11121.0,11573.0,12297.0,12960.0,13558.0,13736.0,13706.0,13620.0,13259.0,12528.0,11658.0,11217.0,11362.0,11475.0,11976.0,12296.0,12579.0,12257.0,11594.0
395005,38,"Providence, RI",Msa,RI,6633.0,5848.0,5343.0,5311.0,5756.0,6463.0,7206.0,7726.0,8011.0,8110.0,8162.0,7876.0,7248.0,6470.0,5957.0,5962.0,6310.0,6924.0,7424.0,7657.0,7665.0,7658.0,7652.0,7325.0,6675.0,5985.0,5560.0,5514.0,5381.0,5458.0,5498.0,5719.0,5700.0,5577.0
394862,39,"Milwaukee, WI",Msa,WI,3578.0,3129.0,2873.0,2930.0,3175.0,3529.0,3717.0,3836.0,3856.0,3881.0,3899.0,3784.0,3520.0,3154.0,2899.0,2939.0,3117.0,3456.0,3746.0,3958.0,4011.0,3987.0,3925.0,3703.0,3339.0,2901.0,2695.0,2761.0,2886.0,3022.0,3142.0,3374.0,3606.0,3761.0
394714,40,"Jacksonville, FL",Msa,FL,9148.0,8913.0,9145.0,9889.0,10616.0,11107.0,11365.0,11580.0,11682.0,11568.0,11370.0,11101.0,10657.0,10451.0,10497.0,11108.0,11757.0,12177.0,12425.0,12310.0,12133.0,11703.0,11466.0,11119.0,10744.0,10382.0,10410.0,10790.0,10777.0,10762.0,10373.0,10065.0,9430.0,8748.0
394849,41,"Memphis, TN",Msa,TN,4990.0,4777.0,4636.0,4723.0,4905.0,5170.0,5419.0,5656.0,5797.0,5766.0,5648.0,5417.0,5218.0,5050.0,4991.0,5102.0,5163.0,5234.0,5234.0,5282.0,5293.0,5229.0,5149.0,4963.0,4693.0,4452.0,4269.0,4257.0,4176.0,4199.0,4075.0,3971.0,3753.0,3567.0
394935,42,"Oklahoma City, OK",Msa,OK,7845.0,7586.0,7363.0,7532.0,7726.0,8076.0,8263.0,8375.0,8337.0,8144.0,7880.0,7607.0,7221.0,6848.0,6475.0,6456.0,6642.0,6910.0,7208.0,7389.0,7575.0,7464.0,7255.0,6893.0,6492.0,6192.0,5995.0,6058.0,6010.0,6198.0,6181.0,6171.0,5913.0,5655.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,4810.0,4500.0,4312.0,4499.0,4740.0,5059.0,5407.0,5777.0,5998.0,6026.0,6042.0,5951.0,5654.0,5313.0,5007.0,5098.0,5230.0,5521.0,5735.0,5937.0,6041.0,6092.0,6107.0,5937.0,5467.0,5048.0,4753.0,4737.0,4578.0,4584.0,4496.0,4462.0,4274.0,4149.0
394669,44,"Hartford, CT",Msa,CT,6440.0,5825.0,5212.0,5107.0,5537.0,6217.0,6877.0,7050.0,7112.0,6956.0,6887.0,6629.0,6069.0,5438.0,5041.0,5149.0,5529.0,6115.0,6528.0,6741.0,6733.0,6675.0,6564.0,6232.0,5652.0,5083.0,4740.0,4750.0,4601.0,4620.0,4615.0,4792.0,4738.0,4687.0
395022,45,"Richmond, VA",Msa,VA,5408.0,4898.0,4729.0,5002.0,5473.0,5879.0,6135.0,6201.0,6207.0,6087.0,6010.0,5762.0,5324.0,4892.0,4635.0,4813.0,5082.0,5513.0,5804.0,5985.0,5968.0,5919.0,5936.0,5763.0,5357.0,4944.0,4750.0,4926.0,4996.0,5067.0,4919.0,4765.0,4516.0,4342.0
394910,46,"New Orleans, LA",Msa,LA,3938.0,3840.0,3817.0,4034.0,4232.0,4433.0,4506.0,4548.0,4489.0,4333.0,4214.0,4083.0,3933.0,3828.0,3803.0,3953.0,4090.0,4268.0,4501.0,4624.0,4721.0,4598.0,4464.0,4198.0,3912.0,3723.0,3597.0,3655.0,3589.0,3677.0,3584.0,3527.0,"",""
394425,47,"Buffalo, NY",Msa,NY,3160.0,2792.0,2520.0,2527.0,2657.0,2965.0,3229.0,3526.0,3691.0,3760.0,3694.0,3457.0,3109.0,2773.0,2542.0,2567.0,2672.0,2952.0,3246.0,3491.0,3621.0,3632.0,3580.0,3370.0,2996.0,2649.0,2412.0,2351.0,2155.0,2155.0,2319.0,2632.0,2811.0,2760.0
395012,48,"Raleigh, NC",Msa,NC,5376.0,4974.0,4883.0,5238.0,5638.0,6069.0,6334.0,6359.0,6278.0,6020.0,5991.0,5798.0,5551.0,5337.0,5267.0,5559.0,5802.0,6210.0,6654.0,6889.0,6987.0,6846.0,6844.0,6643.0,6243.0,5928.0,5756.0,5967.0,5933.0,6007.0,5732.0,5559.0,5214.0,4941.0
394388,49,"Birmingham, AL",Msa,AL,6096.0,5754.0,5684.0,5914.0,6201.0,6456.0,6661.0,6717.0,6732.0,6619.0,6490.0,6223.0,5820.0,5499.0,5309.0,5485.0,5677.0,5914.0,6134.0,6298.0,6406.0,6328.0,6146.0,5836.0,5414.0,5150.0,5009.0,5139.0,5092.0,5150.0,5090.0,5088.0,4959.0,4829.0
395053,50,"Salt Lake City, UT",Msa,UT,2871.0,2609.0,2574.0,2820.0,3207.0,3731.0,4173.0,4485.0,4736.0,4915.0,5088.0,5002.0,4648.0,4270.0,3960.0,4124.0,4388.0,4839.0,5161.0,5303.0,5344.0,5241.0,5107.0,4701.0,4106.0,3568.0,3222.0,3385.0,3633.0,4054.0,4169.0,4128.0,3909.0,3636.0
395031,51,"Rochester, NY",Msa,NY,3448.0,3062.0,2824.0,2899.0,3183.0,3560.0,3880.0,4071.0,4178.0,4165.0,4075.0,3833.0,3434.0,3033.0,2769.0,2795.0,2976.0,3289.0,3589.0,3788.0,3833.0,3808.0,3733.0,3535.0,3160.0,2778.0,2565.0,2554.0,2447.0,2500.0,2648.0,2927.0,3059.0,3011.0
394640,52,"Grand Rapids, MI",Msa,MI,3695.0,3224.0,2862.0,2882.0,3073.0,3449.0,3794.0,4130.0,4388.0,4486.0,4461.0,4229.0,3862.0,3494.0,3208.0,3201.0,3349.0,3715.0,4133.0,4465.0,4640.0,4689.0,4684.0,4448.0,4007.0,3520.0,3207.0,3167.0,2987.0,3225.0,3386.0,3722.0,3634.0,3408.0
395167,53,"Tucson, AZ",Msa,AZ,4926.0,4960.0,4981.0,5185.0,5193.0,5202.0,5054.0,4851.0,4697.0,4553.0,4577.0,4661.0,4696.0,4830.0,4892.0,5160.0,5266.0,5273.0,5141.0,4920.0,4737.0,4583.0,4556.0,4544.0,4435.0,4403.0,4398.0,4554.0,4442.0,4353.0,4090.0,3884.0,3661.0,3619.0
753924,54,"Urban Honolulu, HI",Msa,HI,3610.0,3503.0,3473.0,3707.0,3958.0,4188.0,4265.0,4347.0,4383.0,4353.0,4280.0,4239.0,4179.0,4183.0,4226.0,4415.0,4581.0,4748.0,4840.0,4941.0,4991.0,4998.0,4939.0,4806.0,4623.0,4415.0,4317.0,4371.0,4342.0,4298.0,4230.0,4331.0,4403.0,4394.0
395169,55,"Tulsa, OK",Msa,OK,5937.0,5732.0,5613.0,5731.0,5880.0,6071.0,6270.0,6438.0,6573.0,6511.0,6353.0,6022.0,5624.0,5325.0,5155.0,5203.0,5298.0,5395.0,5499.0,5539.0,5559.0,5442.0,5269.0,4995.0,4690.0,4464.0,4374.0,4501.0,4469.0,4495.0,4397.0,4339.0,4227.0,4055.0
394619,56,"Fresno, CA",Msa,CA,2057.0,1926.0,1886.0,2010.0,2158.0,2327.0,2436.0,2530.0,2605.0,2646.0,2671.0,2597.0,2459.0,2328.0,2268.0,2360.0,2450.0,2587.0,2684.0,2743.0,2767.0,2745.0,2710.0,2596.0,2398.0,2218.0,2100.0,2114.0,2073.0,2057.0,1960.0,1901.0,1812.0,1763.0
395238,57,"Worcester, MA",Msa,MA,3362.0,2923.0,2644.0,2680.0,2961.0,3382.0,3763.0,3955.0,4047.0,4082.0,4166.0,4030.0,3633.0,3154.0,2817.0,2818.0,3006.0,3410.0,3775.0,3943.0,3922.0,3880.0,3859.0,3680.0,3237.0,2802.0,2535.0,2576.0,2557.0,2670.0,2735.0,2784.0,2696.0,2541.0
394415,58,"Stamford, CT",Msa,CT,6278.0,5698.0,5300.0,5452.0,6358.0,7174.0,7773.0,7594.0,7398.0,7193.0,7048.0,6796.0,6195.0,5609.0,5383.0,5754.0,6355.0,7084.0,7539.0,7709.0,7466.0,7265.0,7094.0,6796.0,6130.0,5459.0,5229.0,5448.0,5475.0,5609.0,5785.0,6216.0,6219.0,6049.0
394312,59,"Albuquerque, NM",Msa,NM,4067.0,3786.0,3606.0,3677.0,3853.0,4109.0,4337.0,4489.0,4587.0,4554.0,4465.0,4242.0,3932.0,3611.0,3377.0,3389.0,3526.0,3716.0,3933.0,4070.0,4153.0,4084.0,4024.0,3856.0,3562.0,3244.0,3029.0,3059.0,3034.0,3108.0,3051.0,3051.0,2951.0,2872.0
394308,60,"Albany, NY",Msa,NY,2922.0,2642.0,2435.0,2445.0,2554.0,2785.0,2979.0,3161.0,3211.0,3228.0,3203.0,3113.0,2898.0,2655.0,2457.0,2433.0,2492.0,2689.0,2867.0,2990.0,3020.0,3028.0,2995.0,2843.0,2555.0,2280.0,2093.0,2039.0,1915.0,1911.0,1960.0,2086.0,2119.0,2083.0
394938,61,"Omaha, NE",Msa,NE,3270.0,3031.0,2904.0,3064.0,3291.0,3595.0,3851.0,4050.0,4178.0,4202.0,4153.0,4016.0,3690.0,3382.0,3115.0,3106.0,3248.0,3559.0,3856.0,3997.0,4070.0,4105.0,4143.0,3980.0,3628.0,3286.0,3112.0,3287.0,3404.0,3608.0,3557.0,3511.0,3309.0,3149.0
394908,62,"New Haven, CT",Msa,CT,4510.0,4060.0,3656.0,3597.0,3899.0,4310.0,4585.0,4601.0,4603.0,4558.0,4497.0,4290.0,3952.0,3598.0,3384.0,3483.0,3739.0,4112.0,4352.0,4455.0,4409.0,4303.0,4177.0,3913.0,3523.0,3158.0,2982.0,3044.0,2996.0,3021.0,3024.0,3137.0,3149.0,3134.0
394357,63,"Bakersfield, CA",Msa,CA,2250.0,2178.0,2214.0,2386.0,2569.0,2715.0,2854.0,2947.0,3049.0,3068.0,3042.0,2906.0,2701.0,2570.0,2496.0,2589.0,2655.0,2774.0,2881.0,2976.0,3024.0,2988.0,2939.0,2824.0,2642.0,2469.0,2371.0,2407.0,2388.0,2434.0,2398.0,2402.0,2348.0,2320.0
394753,64,"Knoxville, TN",Msa,TN,4593.0,4398.0,4247.0,4308.0,4468.0,4674.0,4804.0,4932.0,5038.0,5053.0,4980.0,4790.0,4502.0,4228.0,4065.0,4162.0,4300.0,4486.0,4602.0,4628.0,4638.0,4573.0,4560.0,4464.0,4233.0,3988.0,3748.0,3722.0,3646.0,3676.0,3600.0,3481.0,3267.0,3094.0
394653,65,"Greenville, SC",Msa,SC,4250.0,4096.0,3978.0,4163.0,4306.0,4476.0,4503.0,4517.0,4522.0,4473.0,4409.0,4265.0,4059.0,3901.0,3797.0,3983.0,4126.0,4412.0,4644.0,4921.0,5102.0,5118.0,5025.0,4791.0,4486.0,4280.0,4182.0,4244.0,4249.0,4289.0,4203.0,4105.0,3913.0,3712.0
394952,66,"Ventura, CA",Msa,CA,1748.0,1605.0,1561.0,1702.0,1888.0,2125.0,2320.0,2491.0,2606.0,2654.0,2646.0,2524.0,2323.0,2158.0,2069.0,2167.0,2286.0,2479.0,2612.0,2723.0,2707.0,2601.0,2433.0,2256.0,2006.0,1831.0,1750.0,1829.0,1835.0,1902.0,1968.0,2066.0,2018.0,1922.0
394318,67,"Allentown, PA",Msa,PA,4133.0,3788.0,3566.0,3605.0,3792.0,4095.0,4395.0,4582.0,4644.0,4621.0,4602.0,4471.0,4165.0,3842.0,3614.0,3657.0,3797.0,4026.0,4204.0,4289.0,4300.0,4235.0,4133.0,3903.0,3557.0,3228.0,3001.0,2922.0,2637.0,2590.0,2701.0,2973.0,2989.0,2866.0
394561,68,"El Paso, TX",Msa,TX,4547.0,4511.0,4543.0,4602.0,4607.0,4528.0,4389.0,4309.0,4226.0,4147.0,4084.0,4034.0,3926.0,3825.0,3752.0,3793.0,3804.0,3784.0,3838.0,3897.0,3967.0,3907.0,3871.0,3808.0,3725.0,3638.0,3670.0,3745.0,3730.0,3643.0,3498.0,3338.0,3196.0,3050.0
